strategy_name,cost_bps,nav,drawdown
ICIR + weekly 8w_mean eta=2.0 no_clip,10,1.4295493637249579,-0.04023312762268694
ICIR + weekly 8w_mean eta=2.0 no_clip,20,1.3797502706632219,-0.041582795526594385
"ICIR + weekly EOT drift, previous",0,1.4994277036534012,-0.03888204028376463
"ICIR + weekly EOT drift, previous",5,1.4741468994844837,-0.03955776144453038
"ICIR + weekly EOT drift, previous",10,1.4492856806350913,-0.04023312762268694
"ICIR + weekly EOT drift, previous",20,1.4007946939843003,-0.041582795526594385
ICIR + weekly ewma_hl12 eta=0.5 clip_0.5,0,1.351436921061215,-0.04090968359604452
ICIR + weekly ewma_hl12 eta=0.5 clip_0.5,5,1.329213895924099,-0.04159391831444381
ICIR + weekly ewma_hl12 eta=0.5 clip_0.5,10,1.307350687047181,-0.0547368160081948
ICIR + weekly ewma_hl12 eta=0.5 clip_0.5,20,1.264680867549454,-0.08120491620080117
ICIR + weekly ewma_hl12 eta=0.5 clip_0.7,0,1.363283787357752,-0.04090968359604441
ICIR + weekly ewma_hl12 eta=0.5 clip_0.7,5,1.3410198363286263,-0.041604655678251445
ICIR + weekly ewma_hl12 eta=0.5 clip_0.7,10,1.3191139559845406,-0.04623153493858756
ICIR + weekly ewma_hl12 eta=0.5 clip_0.7,20,1.276353814823557,-0.0727244790849344
ICIR + weekly ewma_hl12 eta=0.5 clip_0.8,0,1.4155899569385697,-0.04090968359604452
ICIR + weekly ewma_hl12 eta=0.5 clip_0.8,5,1.3926708875917706,-0.04159391831444381
ICIR + weekly ewma_hl12 eta=0.5 clip_0.8,10,1.3701172819044891,-0.04227778729637455
ICIR + weekly ewma_hl12 eta=0.5 clip_0.8,20,1.3260835964104885,-0.04364442857156925
ICIR + weekly ewma_hl12 eta=0.5 no_clip,0,1.3554311438153135,-0.04090968359604452
ICIR + weekly ewma_hl12 eta=0.5 no_clip,5,1.333087342206008,-0.041593918314444034
ICIR + weekly ewma_hl12 eta=0.5 no_clip,10,1.3111061967515283,-0.052021442776042814
ICIR + weekly ewma_hl12 eta=0.5 no_clip,20,1.2682087879748203,-0.07864186964412945
ICIR + weekly ewma_hl12 eta=1.0 clip_0.5,0,1.3879755329259118,-0.03800680641134346
ICIR + weekly ewma_hl12 eta=1.0 clip_0.5,5,1.3650753201021162,-0.0387022323163414
ICIR + weekly ewma_hl12 eta=1.0 clip_0.5,10,1.3425471519909744,-0.03939728169347534
ICIR + weekly ewma_hl12 eta=1.0 clip_0.5,20,1.2985832410543778,-0.04972580351610212
ICIR + weekly ewma_hl12 eta=1.0 clip_0.7,0,1.3873295789863327,-0.04090968359604441
ICIR + weekly ewma_hl12 eta=1.0 clip_0.7,5,1.3646438965153331,-0.04158318095063618
ICIR + weekly ewma_hl12 eta=1.0 clip_0.7,10,1.3423235724943092,-0.04225632380414024
ICIR + weekly ewma_hl12 eta=1.0 clip_0.7,20,1.2987559132907338,-0.05597104740543557
ICIR + weekly ewma_hl12 eta=1.0 clip_0.8,0,1.420855927290598,-0.04083601992463659
ICIR + weekly ewma_hl12 eta=1.0 clip_0.8,5,1.3978461505699022,-0.041499530644389826
ICIR + weekly ewma_hl12 eta=1.0 clip_0.8,10,1.3752033784017763,-0.04216269782390869
ICIR + weekly ewma_hl12 eta=1.0 clip_0.8,20,1.330995879854867,-0.04348800203553571
ICIR + weekly ewma_hl12 eta=1.0 no_clip,0,1.430493259325803,-0.038006806411343574
ICIR + weekly ewma_hl12 eta=1.0 no_clip,5,1.4065272827060906,-0.0387022323163414
ICIR + weekly ewma_hl12 eta=1.0 no_clip,10,1.3829565643859922,-0.03939728169347534
ICIR + weekly ewma_hl12 eta=1.0 no_clip,20,1.3369753415013192,-0.04177876965395955
ICIR + weekly ewma_hl12 eta=1.5 clip_0.5,0,1.4002807498354943,-0.03899088154783892
ICIR + weekly ewma_hl12 eta=1.5 clip_0.5,5,1.3771711570246812,-0.03970732936067567
ICIR + weekly ewma_hl12 eta=1.5 clip_0.5,10,1.3544371528460268,-0.040423377163331664
ICIR + weekly ewma_hl12 eta=1.5 clip_0.5,20,1.3100719641682579,-0.0418542733327959
ICIR + weekly ewma_hl12 eta=1.5 clip_0.7,0,1.3774542151579328,-0.04090968359604441
ICIR + weekly ewma_hl12 eta=1.5 clip_0.7,5,1.354831225852255,-0.04158318095063618
ICIR + weekly ewma_hl12 eta=1.5 clip_0.7,10,1.3325742034443855,-0.04225632380414013
ICIR + weekly ewma_hl12 eta=1.5 clip_0.7,20,1.2891348307897237,-0.06430919900529053
ICIR + weekly ewma_hl12 eta=1.5 clip_0.8,0,1.4392634572426006,-0.04077854419588489
ICIR + weekly ewma_hl12 eta=1.5 clip_0.8,5,1.4159026102864167,-0.04142177858918972
ICIR + weekly ewma_hl12 eta=1.5 clip_0.8,10,1.3929152167357606,-0.042064690673925376
ICIR + weekly ewma_hl12 eta=1.5 clip_0.8,20,1.348037365171215,-0.04334954834666138
ICIR + weekly ewma_hl12 eta=1.5 no_clip,0,1.448278572738223,-0.037345110951650606
ICIR + weekly ewma_hl12 eta=1.5 no_clip,5,1.4239373976891994,-0.038061709582383085
ICIR + weekly ewma_hl12 eta=1.5 no_clip,10,1.399998936847164,-0.038777908667127714
ICIR + weekly ewma_hl12 eta=1.5 no_clip,20,1.3533040331576796,-0.04020910879192596
ICIR + weekly ewma_hl12 eta=2.0 clip_0.5,0,1.4122065738696201,-0.03899088154783903
ICIR + weekly ewma_hl12 eta=2.0 clip_0.5,5,1.3888577446521897,-0.03970732936067567
ICIR + weekly ewma_hl12 eta=2.0 clip_0.5,10,1.3658890856481156,-0.040423377163331775
ICIR + weekly ewma_hl12 eta=2.0 clip_0.5,20,1.3210679956766462,-0.0418542733327959
ICIR + weekly ewma_hl12 eta=2.0 clip_0.7,0,1.3761063909142381,-0.04099164461134297
ICIR + weekly ewma_hl12 eta=2.0 clip_0.7,5,1.353492401873082,-0.041665097677298424
ICIR + weekly ewma_hl12 eta=2.0 clip_0.7,10,1.33124445237767,-0.04233819625812085
ICIR + weekly ewma_hl12 eta=2.0 clip_0.7,20,1.28782342471352,-0.06526105491094514
ICIR + weekly ewma_hl12 eta=2.0 clip_0.8,0,1.449751015494598,-0.04202193100214324
ICIR + weekly ewma_hl12 eta=2.0 clip_0.8,5,1.4261477917371248,-0.04266446338961105
ICIR + weekly ewma_hl12 eta=2.0 clip_0.8,10,1.4029230667845272,-0.04330667328197679
ICIR + weekly ewma_hl12 eta=2.0 clip_0.8,20,1.3575852979091905,-0.044590126012103104
ICIR + weekly ewma_hl12 eta=2.0 no_clip,0,1.4924442533388256,-0.037345110951650495
ICIR + weekly ewma_hl12 eta=2.0 no_clip,5,1.4670364811720729,-0.038061709582383085
ICIR + weekly ewma_hl12 eta=2.0 no_clip,10,1.4420545005180772,-0.03877790866712738
ICIR + weekly ewma_hl12 eta=2.0 no_clip,20,1.3933399368925725,-0.040209108791926074
ICIR + weekly ewma_hl4 eta=0.5 clip_0.5,0,1.3448310687078333,-0.040778544195885
ICIR + weekly ewma_hl4 eta=0.5 clip_0.5,5,1.3226107285777768,-0.04143251788154001
ICIR + weekly ewma_hl4 eta=0.5 clip_0.5,10,1.3007519021547351,-0.05068573660036879
ICIR + weekly ewma_hl4 eta=0.5 clip_0.5,20,1.2580957203539924,-0.07738472260683715
ICIR + weekly ewma_hl4 eta=0.5 clip_0.7,0,1.3647261822672194,-0.04077854419588478
ICIR + weekly ewma_hl4 eta=0.5 clip_0.7,5,1.342411399092106,-0.04143251788153979
ICIR + weekly ewma_hl4 eta=0.5 clip_0.7,10,1.3204559577829762,-0.04635887676646766
ICIR + weekly ewma_hl4 eta=0.5 clip_0.7,20,1.277600398566826,-0.07289169308963483
ICIR + weekly ewma_hl4 eta=0.5 clip_0.8,0,1.4020048527404012,-0.04077854419588489
ICIR + weekly ewma_hl4 eta=0.5 clip_0.8,5,1.379348803283977,-0.04143251788154001
ICIR + weekly ewma_hl4 eta=0.5 clip_0.8,10,1.3570533257467965,-0.04208615894186363
ICIR + weekly ewma_hl4 eta=0.5 clip_0.8,20,1.3135215715329742,-0.04918463975223086
ICIR + weekly ewma_hl4 eta=0.5 no_clip,0,1.3535873068243685,-0.04077854419588456
ICIR + weekly ewma_hl4 eta=0.5 no_clip,5,1.331050323532666,-0.0414325178815399
ICIR + weekly ewma_hl4 eta=0.5 no_clip,10,1.308882790822919,-0.04475165449444596
ICIR + weekly ewma_hl4 eta=0.5 no_clip,20,1.265632324384151,-0.0718578092683746
ICIR + weekly ewma_hl4 eta=1.0 clip_0.5,0,1.3988236540512877,-0.03879108918656604
ICIR + weekly ewma_hl4 eta=1.0 clip_0.5,5,1.375445008798409,-0.03945683411356926
ICIR + weekly ewma_hl4 eta=1.0 clip_0.5,10,1.3524511279669142,-0.04012223574656648
ICIR + weekly ewma_hl4 eta=1.0 clip_0.5,20,1.3075928208713914,-0.041958593946212486
ICIR + weekly ewma_hl4 eta=1.0 clip_0.7,0,1.360146140498164,-0.03879108918656615
ICIR + weekly ewma_hl4 eta=1.0 clip_0.7,5,1.3379191519579117,-0.04087472208167253
ICIR + weekly ewma_hl4 eta=1.0 clip_0.7,10,1.3160498957493818,-0.05425463983400158
ICIR + weekly ewma_hl4 eta=1.0 clip_0.7,20,1.27336199135653,-0.08046711818657726
ICIR + weekly ewma_hl4 eta=1.0 clip_0.8,0,1.400222739453875,-0.04077854419588478
ICIR + weekly ewma_hl4 eta=1.0 clip_0.8,5,1.377610297564752,-0.04144325717389008
ICIR + weekly ewma_hl4 eta=1.0 clip_0.8,10,1.355357502270045,-0.04210762720980188
ICIR + weekly ewma_hl4 eta=1.0 clip_0.8,20,1.3119084084489552,-0.05183924870724643
ICIR + weekly ewma_hl4 eta=1.0 no_clip,0,1.419337768174808,-0.03879108918656593
ICIR + weekly ewma_hl4 eta=1.0 no_clip,5,1.3950302617849406,-0.03945683411356915
ICIR + weekly ewma_hl4 eta=1.0 no_clip,10,1.371132540853594,-0.04012223574656659
ICIR + weekly ewma_hl4 eta=1.0 no_clip,20,1.3245393701554047,-0.041452009599242445
ICIR + weekly ewma_hl4 eta=1.5 clip_0.5,0,1.4345841592022963,-0.03880822087764835
ICIR + weekly ewma_hl4 eta=1.5 clip_0.5,5,1.4105703561508622,-0.03947395690934008
ICIR + weekly ewma_hl4 eta=1.5 clip_0.5,10,1.3869524019145096,-0.040139349650059164
ICIR + weekly ewma_hl4 eta=1.5 clip_0.5,20,1.3408784441600168,-0.04146910572727747
ICIR + weekly ewma_hl4 eta=1.5 clip_0.7,0,1.3519285058664152,-0.03952013431918544
ICIR + weekly ewma_hl4 eta=1.5 clip_0.7,5,1.329887459954044,-0.04663246821610134
ICIR + weekly ewma_hl4 eta=1.5 clip_0.7,10,1.3082003234004256,-0.059895532821638287
ICIR + weekly ewma_hl4 eta=1.5 clip_0.7,20,1.2658654829497602,-0.08588057172579588
ICIR + weekly ewma_hl4 eta=1.5 clip_0.8,0,1.390319850590281,-0.040778544195885
ICIR + weekly ewma_hl4 eta=1.5 clip_0.8,5,1.367846750469655,-0.0414432571738903
ICIR + weekly ewma_hl4 eta=1.5 clip_0.8,10,1.3457314021915252,-0.042107627209801546
ICIR + weekly ewma_hl4 eta=1.5 clip_0.8,20,1.3025516167625795,-0.05860171975927109
ICIR + weekly ewma_hl4 eta=1.5 no_clip,0,1.4605297727935314,-0.038808220877648236
ICIR + weekly ewma_hl4 eta=1.5 no_clip,5,1.4351279588481656,-0.03947395690933986
ICIR + weekly ewma_hl4 eta=1.5 no_clip,10,1.4101610822911628,-0.040139349650059386
ICIR + weekly ewma_hl4 eta=1.5 no_clip,20,1.3615029424063294,-0.041469105727277245
ICIR + weekly ewma_hl4 eta=2.0 clip_0.5,0,1.4557809254502887,-0.038808220877648125
ICIR + weekly ewma_hl4 eta=2.0 clip_0.5,5,1.4314298198819597,-0.03947395690934008
ICIR + weekly ewma_hl4 eta=2.0 clip_0.5,10,1.4074798474808121,-0.040139349650059164
ICIR + weekly ewma_hl4 eta=2.0 clip_0.5,20,1.36075738167273,-0.041469105727277245
ICIR + weekly ewma_hl4 eta=2.0 clip_0.7,0,1.3545559539865935,-0.03952013431918555
ICIR + weekly ewma_hl4 eta=2.0 clip_0.7,5,1.3325162129827084,-0.04873183510643497
ICIR + weekly ewma_hl4 eta=2.0 clip_0.7,10,1.3108296486175313,-0.06191800164036099
ICIR + weekly ewma_hl4 eta=2.0 clip_0.7,20,1.2684938453801282,-0.08775433275905498
ICIR + weekly ewma_hl4 eta=2.0 clip_0.8,0,1.3897278319009674,-0.04077854419588467
ICIR + weekly ewma_hl4 eta=2.0 clip_0.8,5,1.3673379035932778,-0.0414432571738903
ICIR + weekly ewma_hl4 eta=2.0 clip_0.8,10,1.345303238080058,-0.04210762720980177
ICIR + weekly ewma_hl4 eta=2.0 clip_0.8,20,1.302277578569506,-0.05879977646609147
ICIR + weekly ewma_hl4 eta=2.0 no_clip,0,1.541310144220413,-0.038808220877648236
ICIR + weekly ewma_hl4 eta=2.0 no_clip,5,1.514194812684541,-0.03947395690933997
ICIR + weekly ewma_hl4 eta=2.0 no_clip,10,1.4875490956072777,-0.040139349650059164
ICIR + weekly ewma_hl4 eta=2.0 no_clip,20,1.4356346173623316,-0.041469105727277356
ICIR + weekly ewma_hl8 eta=0.5 clip_0.5,0,1.355783105766755,-0.0409978155622307
ICIR + weekly ewma_hl8 eta=0.5 clip_0.5,5,1.3334011770877634,-0.04167157202244931
ICIR + weekly ewma_hl8 eta=0.5 clip_0.5,10,1.3113830582943802,-0.051293344749163805
ICIR + weekly ewma_hl8 eta=0.5 clip_0.5,20,1.2684150560295615,-0.07794367433561233
ICIR + weekly ewma_hl8 eta=0.5 clip_0.7,0,1.3614758745752686,-0.0409978155622307
ICIR + weekly ewma_hl8 eta=0.5 clip_0.7,5,1.339140434283599,-0.04167157202244931
ICIR + weekly ewma_hl8 eta=0.5 clip_0.7,10,1.317165848616098,-0.04710984426131293
ICIR + weekly ewma_hl8 eta=0.5 clip_0.7,20,1.2742763696543882,-0.07368287557042619
ICIR + weekly ewma_hl8 eta=0.5 clip_0.8,0,1.4014848915656302,-0.0409978155622307
ICIR + weekly ewma_hl8 eta=0.5 clip_0.8,5,1.37872922066295,-0.04167157202244942
ICIR + weekly ewma_hl8 eta=0.5 clip_0.8,10,1.3563374411292988,-0.04234497536484072
ICIR + weekly ewma_hl8 eta=0.5 clip_0.8,20,1.3126227252243081,-0.045296873256495784
ICIR + weekly ewma_hl8 eta=0.5 no_clip,0,1.3484103340684488,-0.04099781556223059
ICIR + weekly ewma_hl8 eta=0.5 no_clip,5,1.3260777282985106,-0.04297148943454576
ICIR + weekly ewma_hl8 eta=0.5 no_clip,10,1.304109306509376,-0.05655546605188311
ICIR + weekly ewma_hl8 eta=0.5 no_clip,20,1.2612417220659378,-0.08315822766799441
ICIR + weekly ewma_hl8 eta=1.0 clip_0.5,0,1.3620928534608885,-0.0410714668077542
ICIR + weekly ewma_hl8 eta=1.0 clip_0.5,5,1.339386756371276,-0.04174449515438006
ICIR + weekly ewma_hl8 eta=1.0 clip_0.5,10,1.3170533909659543,-0.04241716995440514
ICIR + weekly ewma_hl8 eta=1.0 clip_0.5,20,1.2734808551637462,-0.060752784034374896
ICIR + weekly ewma_hl8 eta=1.0 clip_0.7,0,1.39217226539339,-0.04107146680775409
ICIR + weekly ewma_hl8 eta=1.0 clip_0.7,5,1.3691990623744872,-0.041744495154379946
ICIR + weekly ewma_hl8 eta=1.0 clip_0.7,10,1.3465992450231272,-0.04241716995440514
ICIR + weekly ewma_hl8 eta=1.0 clip_0.7,20,1.3024959571572419,-0.05533166129650158
ICIR + weekly ewma_hl8 eta=1.0 clip_0.8,0,1.4154013348004038,-0.0410714668077542
ICIR + weekly ewma_hl8 eta=1.0 clip_0.8,5,1.39234656077085,-0.041755218499354374
ICIR + weekly ewma_hl8 eta=1.0 clip_0.8,10,1.3696616620994715,-0.04243860542721223
ICIR + weekly ewma_hl8 eta=1.0 clip_0.8,20,1.3253782074022151,-0.04380428550917903
ICIR + weekly ewma_hl8 eta=1.0 no_clip,0,1.4108889383715901,-0.04107146680775409
ICIR + weekly ewma_hl8 eta=1.0 no_clip,5,1.3870068993067104,-0.041744495154379946
ICIR + weekly ewma_hl8 eta=1.0 no_clip,10,1.3635228095753342,-0.04241716995440514
ICIR + weekly ewma_hl8 eta=1.0 no_clip,20,1.3177224776832905,-0.04376145940876863
ICIR + weekly ewma_hl8 eta=1.5 clip_0.5,0,1.4130259799512577,-0.038550852854729034
ICIR + weekly ewma_hl8 eta=1.5 clip_0.5,5,1.3894344191671935,-0.039225187921593685
ICIR + weekly ewma_hl8 eta=1.5 clip_0.5,10,1.3662307559755114,-0.039899168992004186
ICIR + weekly ewma_hl8 eta=1.5 clip_0.5,20,1.3209621032221923,-0.04124606963788513
ICIR + weekly ewma_hl8 eta=1.5 clip_0.7,0,1.4067860349113877,-0.03981344121844288
ICIR + weekly ewma_hl8 eta=1.5 clip_0.7,5,1.3835837731977598,-0.04049753306938897
ICIR + weekly ewma_hl8 eta=1.5 clip_0.7,10,1.3607584437050657,-0.04118126037618963
ICIR + weekly ewma_hl8 eta=1.5 clip_0.7,20,1.3162145549709103,-0.05337507502591232
ICIR + weekly ewma_hl8 eta=1.5 clip_0.8,0,1.4154069071472803,-0.0410714668077542
ICIR + weekly ewma_hl8 eta=1.5 clip_0.8,5,1.3923815546317946,-0.041755218499354374
ICIR + weekly ewma_hl8 eta=1.5 clip_0.8,10,1.36972513018732,-0.04243860542721212
ICIR + weekly ewma_hl8 eta=1.5 clip_0.8,20,1.3254958716228817,-0.04380428550917925
ICIR + weekly ewma_hl8 eta=1.5 no_clip,0,1.4489174651715409,-0.038550852854729034
ICIR + weekly ewma_hl8 eta=1.5 no_clip,5,1.4241514097098162,-0.039225187921593574
ICIR + weekly ewma_hl8 eta=1.5 no_clip,10,1.3998020832675937,-0.039899168992004075
ICIR + weekly ewma_hl8 eta=1.5 no_clip,20,1.3523261235416062,-0.04124606963788513
ICIR + weekly ewma_hl8 eta=2.0 clip_0.5,0,1.461138747600888,-0.03855085285472937
ICIR + weekly ewma_hl8 eta=2.0 clip_0.5,5,1.4368623591369598,-0.039225187921593685
ICIR + weekly ewma_hl8 eta=2.0 clip_0.5,10,1.4129832066913834,-0.0398991689920043
ICIR + weekly ewma_hl8 eta=2.0 clip_0.5,20,1.3663911101780353,-0.04124606963788535
ICIR + weekly ewma_hl8 eta=2.0 clip_0.7,0,1.3987750033928663,-0.03981344121844288
ICIR + weekly ewma_hl8 eta=2.0 clip_0.7,5,1.3757492865658958,-0.04049753306938908
ICIR + weekly ewma_hl8 eta=2.0 clip_0.7,10,1.3530969167016327,-0.04118126037618974
ICIR + weekly ewma_hl8 eta=2.0 clip_0.7,20,1.308888465233904,-0.05710417629005948
ICIR + weekly ewma_hl8 eta=2.0 clip_0.8,0,1.4128490037006758,-0.04107146680775409
ICIR + weekly ewma_hl8 eta=2.0 clip_0.8,5,1.3899228293645425,-0.041755218499354374
ICIR + weekly ewma_hl8 eta=2.0 clip_0.8,10,1.367363070499983,-0.04243860542721212
ICIR + weekly ewma_hl8 eta=2.0 clip_0.8,20,1.3233198211541706,-0.04380428550917925
ICIR + weekly ewma_hl8 eta=2.0 no_clip,0,1.528372762369404,-0.038550852854729034
ICIR + weekly ewma_hl8 eta=2.0 no_clip,5,1.502085584394093,-0.039225187921593685
ICIR + weekly ewma_hl8 eta=2.0 no_clip,10,1.4762434723689069,-0.039899168992004075
ICIR + weekly ewma_hl8 eta=2.0 no_clip,20,1.4258649026667876,-0.04124606963788524
